,customer_id,annual_income,vehicle_make,vehicle_model,vehicle_year,loan_amount,initial_apr,current_apr,loan_term_months,autopay_enrolled,num_successful_payments,credit_score,loan_start_date,loan_end_date,loan_status,target
60413,CUST00060414,58487.17,Chevrolet,Blazer,2022,44961.98,9.49,10.38,48,True,42,673,2024-03-30,2028-03-09,Paid Off,0
60415,CUST00060416,112170.29,Cadillac,XT4,2022,58749.99,7.99,7.16,48,True,33,695,2023-07-07,2027-06-16,Default,1
60420,CUST00060421,70462.96,Buick,Regal,2022,34445.91,15.24,17.38,36,False,21,458,2022-03-19,2025-03-03,Paid Off,0
60430,CUST00060431,98195.5,Chevrolet,Malibu,2023,60378.4,11.95,14.72,24,True,15,635,2022-02-02,2024-01-23,Paid Off,0
60433,CUST00060434,38168.78,Chevrolet,Colorado,2024,16528.08,17.77,17.38,24,False,12,456,2023-10-29,2025-10-18,Paid Off,0
60445,CUST00060446,72290.74,Chevrolet,Blazer,2023,36945.67,18.07,20.53,48,False,26,400,2024-04-30,2028-04-09,Default,1
60446,CUST00060447,78656.91,Chevrolet,Camaro,2025,78231.35,10.37,9.9,84,True,29,657,2024-05-29,2031-04-23,Default,1
60452,CUST00060453,56371.47,Chevrolet,Colorado,2023,13777.39,14.08,13.91,60,False,24,528,2025-05-18,2030-04-22,Paid Off,0
60455,CUST00060456,63574.98,Chevrolet,Silverado 1500,2025,33834.03,10.52,11.34,36,True,31,649,2022-12-14,2025-11-28,Default,1
60460,CUST00060461,61204.42,Chevrolet,Silverado 2500HD,2023,63387.85,6.14,5.22,24,True,21,741,2022-11-06,2024-10-26,Paid Off,0
60463,CUST00060464,100041.9,Cadillac,XT6,2025,35575.93,18.25,19.42,24,True,16,540,2024-12-29,2026-12-19,Default,1
60468,CUST00060469,71541.43,Chevrolet,Silverado 2500HD,2024,51104.76,12.06,12.85,72,True,37,627,2022-12-09,2028-11-07,Paid Off,0
60473,CUST00060474,90262.87,Cadillac,Celestiq,2022,82915.02,5.69,8.57,48,False,42,721,2023-02-14,2027-01-24,Paid Off,0
60475,CUST00060476,110859.95,Cadillac,XT5,2024,39940.59,14.98,15.28,48,False,28,535,2022-03-04,2026-02-11,Paid Off,0
60484,CUST00060485,94944.23,Cadillac,XT5,2022,79629.25,12.8,14.41,84,False,39,614,2023-10-22,2030-09-15,Default,1
60485,CUST00060486,100029.43,GMC,Canyon,2025,82622.51,3.04,4.5,24,True,21,830,2025-06-17,2027-06-07,Default,1
60487,CUST00060488,82806.36,Cadillac,XT5,2024,31185.76,11.25,11.77,36,True,25,630,2022-01-19,2025-01-03,Paid Off,0
60491,CUST00060492,31485.72,Chevrolet,Silverado 3500HD,2023,16071.67,15.47,15.25,60,True,33,499,2025-03-10,2030-02-12,Default,1
60497,CUST00060498,47633.53,Chevrolet,Impala,2023,17243.15,14.24,16.92,36,True,21,443,2023-10-31,2026-10-15,Paid Off,0
60499,CUST00060500,95413.61,Cadillac,Lyriq,2022,73099.42,7.26,9.79,72,True,44,736,2024-08-28,2030-07-28,Default,1
60504,CUST00060505,68288.16,Chevrolet,Blazer,2025,34763.53,16.99,18.15,72,True,20,588,2023-09-14,2029-08-13,Paid Off,0
60511,CUST00060512,80076.01,Cadillac,CT4,2025,71194.44,5.05,6.78,36,True,32,725,2023-08-17,2026-08-01,Default,1
60512,CUST00060513,103526.85,GMC,Terrain,2025,83196.4,3.45,3.43,72,True,40,756,2024-01-25,2029-12-24,Paid Off,0
60513,CUST00060514,41508.89,Chevrolet,Trailblazer,2022,14607.05,16.49,15.69,36,False,13,405,2024-05-03,2027-04-18,Default,1
60516,CUST00060517,90551.56,GMC,Sierra 3500HD,2023,66947.64,7.47,7.07,36,True,25,699,2022-10-19,2025-10-03,Paid Off,0
60519,CUST00060520,104350.86,GMC,Yukon,2023,63749.04,16.85,18.06,72,True,28,542,2022-03-10,2028-02-07,Paid Off,0
60523,CUST00060524,74384.21,Chevrolet,Impala,2023,37015.64,14.24,14.6,24,True,16,525,2022-10-27,2024-10-16,Paid Off,0
60539,CUST00060540,40047.16,Chevrolet,Silverado 3500HD,2023,20213.73,17.16,17.0,24,True,7,408,2023-05-23,2025-05-12,Paid Off,0
60548,CUST00060549,70625.57,Chevrolet,Corvette,2022,32561.7,17.06,18.24,36,False,15,516,2022-01-31,2025-01-15,Paid Off,0
60555,CUST00060556,117293.06,GMC,Acadia,2022,60329.42,10.65,11.91,24,False,18,676,2022-07-02,2024-06-21,Paid Off,0
60558,CUST00060559,33217.28,Chevrolet,Trailblazer,2022,17025.08,14.44,14.99,36,True,22,332,2022-08-04,2025-07-19,Paid Off,0
60570,CUST00060571,30242.71,Buick,Encore,2022,11426.15,16.64,16.56,84,False,16,523,2022-03-15,2029-02-06,Paid Off,0
60573,CUST00060574,81974.41,Cadillac,Celestiq,2025,49962.93,3.24,5.14,60,True,41,768,2024-11-21,2029-10-26,Default,1
60584,CUST00060585,110424.68,Cadillac,CT4,2024,42241.01,18.14,18.62,72,False,14,519,2025-06-15,2031-05-15,Default,1
60585,CUST00060586,32885.64,Chevrolet,Malibu,2023,11538.87,12.4,13.97,24,False,21,639,2022-09-11,2024-08-31,Paid Off,0
60595,CUST00060596,58271.38,GMC,Sierra 3500HD,2025,41612.6,14.2,15.54,72,True,30,622,2024-07-23,2030-06-22,Default,1
60596,CUST00060597,52560.62,Buick,Regal,2024,22295.03,18.47,20.3,24,False,10,557,2023-03-08,2025-02-25,Paid Off,0
60615,CUST00060616,80353.45,GMC,Acadia,2022,30294.68,18.1,19.79,24,False,13,502,2022-07-16,2024-07-05,Paid Off,0
60616,CUST00060617,67413.95,Chevrolet,Silverado 2500HD,2023,36591.82,15.82,18.02,24,True,12,587,2022-11-19,2024-11-08,Paid Off,0
60618,CUST00060619,106055.46,Chevrolet,Bolt EV,2024,85660.21,4.69,3.78,48,True,47,700,2023-11-19,2027-10-29,Paid Off,0
60629,CUST00060630,39014.71,Chevrolet,Silverado 1500,2024,19230.23,14.68,14.68,36,False,16,532,2021-11-26,2024-11-10,Paid Off,0
60631,CUST00060632,115892.96,Chevrolet,Equinox,2022,45835.31,9.21,11.61,24,False,15,669,2024-02-22,2026-02-11,Default,1
60636,CUST00060637,70586.98,Chevrolet,Blazer,2022,36733.78,14.71,16.7,24,False,8,424,2023-01-19,2025-01-08,Paid Off,0
60639,CUST00060640,89002.49,Cadillac,XT6,2024,61736.94,11.25,13.31,48,False,42,637,2021-11-25,2025-11-04,Paid Off,0
60640,CUST00060641,87528.43,GMC,Sierra 2500HD,2025,62928.16,6.77,7.39,24,True,18,671,2023-09-10,2025-08-30,Paid Off,0
60641,CUST00060642,66042.42,Chevrolet,Traverse,2024,19184.08,18.26,20.63,24,True,13,432,2022-06-17,2024-06-06,Paid Off,0
60648,CUST00060649,29703.44,Chevrolet,Bolt EV,2025,15132.12,18.46,20.1,84,False,28,567,2023-08-08,2030-07-02,Paid Off,0
60652,CUST00060653,77459.7,Chevrolet,Camaro,2022,39987.06,14.57,16.59,48,False,14,400,2021-11-25,2025-11-04,Paid Off,0
60659,CUST00060660,73267.82,GMC,Yukon XL,2025,59254.28,14.31,15.01,24,False,15,630,2025-07-04,2027-06-24,Paid Off,0
60662,CUST00060663,51876.31,Buick,Enclave,2025,18001.79,10.05,11.88,24,True,18,604,2022-07-24,2024-07-13,Paid Off,0
60668,CUST00060669,50691.89,Chevrolet,Trailblazer,2023,29284.81,15.27,14.65,84,True,29,625,2022-08-01,2029-06-25,Paid Off,0
60673,CUST00060674,26402.47,Chevrolet,Suburban,2024,14324.74,15.27,17.85,60,True,26,556,2022-09-25,2027-08-30,Default,1
60674,CUST00060675,32663.57,Buick,Enclave,2025,19564.4,18.42,20.34,24,True,14,367,2022-06-11,2024-05-31,Paid Off,0
60683,CUST00060684,89201.27,GMC,Hummer EV,2024,53262.78,2.69,1.89,24,False,21,824,2022-03-16,2024-03-05,Paid Off,0
60684,CUST00060685,40176.46,Chevrolet,Bolt EV,2024,19848.54,14.56,17.36,24,True,14,500,2022-01-22,2024-01-12,Paid Off,0
60701,CUST00060702,65374.89,Chevrolet,Malibu,2022,41808.74,10.8,13.28,24,True,18,662,2022-09-07,2024-08-27,Paid Off,0
60702,CUST00060703,103364.27,Cadillac,CT5,2023,47393.23,15.3,14.63,36,True,20,558,2022-09-13,2025-08-28,Paid Off,0
60703,CUST00060704,88862.05,Cadillac,XT6,2023,78239.83,3.94,5.88,24,True,19,847,2022-01-25,2024-01-15,Paid Off,0
60704,CUST00060705,95667.59,GMC,Yukon,2022,22105.18,16.32,15.53,24,True,12,501,2022-01-28,2024-01-18,Paid Off,0
60709,CUST00060710,29872.07,Buick,Encore,2023,10315.74,15.41,15.96,84,False,31,399,2025-10-06,2032-08-30,Paid Off,0
60711,CUST00060712,47214.69,Chevrolet,Trailblazer,2025,19195.37,18.86,19.26,24,True,14,517,2023-10-23,2025-10-12,Paid Off,0
60718,CUST00060719,39747.57,Chevrolet,Silverado 3500HD,2025,23167.12,18.39,17.43,84,False,17,325,2022-03-27,2029-02-18,Paid Off,0
60722,CUST00060723,105058.72,Cadillac,XT5,2024,82051.1,4.19,6.63,24,True,19,770,2025-10-28,2027-10-18,Default,1
60726,CUST00060727,49917.95,Chevrolet,Bolt EV,2023,25567.79,18.12,20.94,24,False,10,578,2023-08-26,2025-08-15,Paid Off,0
60729,CUST00060730,111287.06,Cadillac,Celestiq,2023,51582.22,4.93,5.25,72,True,43,720,2024-06-21,2030-05-21,Paid Off,0
60736,CUST00060737,45072.29,Chevrolet,Malibu,2025,23858.37,14.89,16.02,60,True,30,487,2022-01-31,2027-01-05,Paid Off,0
60738,CUST00060739,83745.06,GMC,Canyon,2023,22001.74,15.25,16.46,60,True,15,550,2022-11-19,2027-10-24,Default,1
60740,CUST00060741,95323.91,Cadillac,Escalade,2023,70254.92,4.06,5.75,36,True,33,788,2022-07-30,2025-07-14,Paid Off,0
60741,CUST00060742,32487.77,Chevrolet,Traverse,2025,8268.64,16.43,19.38,36,False,12,488,2021-12-09,2024-11-23,Paid Off,0
60747,CUST00060748,106251.93,Cadillac,Escalade ESV,2025,85921.05,3.7,3.45,72,False,39,803,2024-09-23,2030-08-23,Paid Off,0
60757,CUST00060758,66899.39,Chevrolet,Silverado 1500,2025,31497.96,17.75,19.13,24,False,7,400,2021-12-15,2023-12-05,Paid Off,0
60758,CUST00060759,89973.21,Cadillac,CT5,2024,66986.72,14.98,15.43,36,False,25,624,2024-05-16,2027-05-01,Paid Off,0
60766,CUST00060767,91647.62,GMC,Terrain,2023,89273.08,10.14,12.76,24,True,18,683,2022-09-15,2024-09-04,Paid Off,0
60769,CUST00060770,86352.89,GMC,Terrain,2023,52955.59,15.16,16.66,84,True,34,639,2025-10-09,2032-09-02,Paid Off,0
60772,CUST00060773,112085.62,Chevrolet,Blazer,2025,73951.54,2.85,4.07,24,True,21,811,2022-05-09,2024-04-28,Paid Off,0
60774,CUST00060775,87315.86,Cadillac,XT5,2023,43382.29,17.7,18.37,24,True,10,560,2023-09-16,2025-09-05,Paid Off,0
60779,CUST00060780,109405.19,GMC,Terrain,2023,25956.91,17.25,19.92,24,True,11,542,2021-12-03,2023-11-23,Paid Off,0
60782,CUST00060783,56335.68,GMC,Yukon XL,2025,75229.87,4.38,7.19,36,True,29,736,2022-10-21,2025-10-05,Paid Off,0
60801,CUST00060802,75651.42,Chevrolet,Bolt EV,2025,36008.99,16.37,17.4,24,False,13,568,2023-05-02,2025-04-21,Paid Off,0
60803,CUST00060804,72331.92,GMC,Acadia,2022,35458.97,5.25,8.1,36,True,31,743,2022-08-27,2025-08-11,Paid Off,0
60805,CUST00060806,33025.48,Chevrolet,Colorado,2024,9580.63,17.37,18.14,60,False,33,306,2024-06-18,2029-05-23,Default,1
60810,CUST00060811,30688.53,Chevrolet,Bolt EV,2025,8977.05,17.24,16.35,36,True,16,415,2022-05-25,2025-05-09,Paid Off,0
60814,CUST00060815,29379.96,Buick,Encore,2024,13607.94,11.86,11.9,72,True,34,648,2025-01-23,2030-12-23,Paid Off,0
60816,CUST00060817,35396.4,Buick,Envision,2025,19777.38,17.82,17.81,24,False,12,407,2022-10-31,2024-10-20,Paid Off,0
60819,CUST00060820,56697.34,GMC,Terrain,2023,30386.29,14.54,15.16,24,True,11,466,2021-12-07,2023-11-27,Paid Off,0
60826,CUST00060827,71222.38,GMC,Canyon,2025,26194.02,15.89,16.34,72,True,30,496,2024-01-28,2029-12-27,Default,1
60827,CUST00060828,74269.09,GMC,Yukon XL,2025,82509.32,4.98,4.67,36,True,30,716,2024-06-14,2027-05-30,Paid Off,0
60829,CUST00060830,107043.62,Cadillac,XT4,2023,72140.11,10.38,10.62,24,True,19,662,2022-03-03,2024-02-21,Paid Off,0
60833,CUST00060834,78707.73,Buick,Regal,2023,73237.77,4.67,7.39,24,True,21,714,2022-12-19,2024-12-08,Paid Off,0
60841,CUST00060842,110806.56,GMC,Acadia,2025,22629.77,14.17,16.51,48,False,23,527,2025-06-05,2029-05-15,Paid Off,0
60850,CUST00060851,93198.31,GMC,Sierra 1500,2022,62735.63,14.2,14.37,24,False,20,640,2022-03-08,2024-02-26,Paid Off,0
60852,CUST00060853,63330.51,Chevrolet,Suburban,2023,48332.43,6.43,8.76,24,True,21,714,2022-03-27,2024-03-16,Paid Off,0
60856,CUST00060857,38057.13,Chevrolet,Bolt EV,2023,16215.06,14.09,16.57,36,False,22,356,2025-08-08,2028-07-23,Default,1
60861,CUST00060862,39874.15,Chevrolet,Corvette,2023,22266.76,18.68,20.96,24,True,7,561,2022-12-29,2024-12-18,Paid Off,0
60869,CUST00060870,97467.34,GMC,Hummer EV,2022,58261.65,10.55,11.95,36,True,27,617,2022-05-21,2025-05-05,Paid Off,0
60874,CUST00060875,54243.71,GMC,Canyon,2025,21972.82,14.37,16.62,84,False,19,470,2023-04-05,2030-02-27,Paid Off,0
60876,CUST00060877,40046.64,Chevrolet,Trax,2023,22269.48,15.07,15.23,72,True,23,582,2022-10-02,2028-08-31,Paid Off,0
60879,CUST00060880,109601.22,GMC,Acadia,2022,60139.25,3.74,5.18,60,True,40,777,2024-12-15,2029-11-19,Paid Off,0
60885,CUST00060886,63705.96,Chevrolet,Silverado 1500,2024,29850.6,4.19,3.69,84,True,45,744,2025-01-03,2031-11-28,Paid Off,0
60889,CUST00060890,51061.56,GMC,Sierra 3500HD,2024,18497.04,17.39,19.51,36,True,19,437,2022-08-11,2025-07-26,Paid Off,0
60891,CUST00060892,62015.3,GMC,Canyon,2023,32168.49,10.15,12.92,24,True,19,606,2021-12-10,2023-11-30,Paid Off,0
60894,CUST00060895,92841.4,Cadillac,CT4,2022,23114.06,14.5,13.66,60,True,30,584,2024-12-29,2029-12-03,Default,1
60898,CUST00060899,46222.73,Chevrolet,Colorado,2023,20271.35,16.56,17.01,24,False,10,577,2022-05-24,2024-05-13,Paid Off,0
60900,CUST00060901,49241.73,Chevrolet,Corvette,2025,20902.14,18.52,17.79,72,False,30,516,2025-01-24,2030-12-24,Paid Off,0
60904,CUST00060905,28064.58,Buick,Enclave,2022,8027.04,17.89,20.41,24,False,7,496,2022-01-21,2024-01-11,Paid Off,0
60911,CUST00060912,105972.28,Cadillac,XT5,2022,65598.34,4.17,5.28,24,True,21,779,2022-12-08,2024-11-27,Paid Off,0
60912,CUST00060913,119612.37,Cadillac,Escalade ESV,2024,82447.29,7.39,8.7,24,True,23,703,2023-04-05,2025-03-25,Paid Off,0
60916,CUST00060917,31502.16,Chevrolet,Silverado 2500HD,2022,11012.39,18.59,21.08,60,True,24,355,2024-03-27,2029-03-01,Default,1
60925,CUST00060926,39069.75,Chevrolet,Silverado 1500,2022,18951.2,18.13,20.02,84,True,16,520,2023-12-05,2030-10-29,Paid Off,0
60927,CUST00060928,71600.59,Chevrolet,Silverado 1500,2022,58855.13,6.85,6.62,36,True,32,748,2024-07-02,2027-06-17,Default,1
60929,CUST00060930,83352.89,GMC,Hummer EV,2023,63729.5,7.79,7.11,36,True,27,697,2022-02-08,2025-01-23,Paid Off,0
60930,CUST00060931,115763.7,Chevrolet,Silverado 1500,2025,54987.65,15.15,17.26,72,True,16,530,2023-06-03,2029-05-02,Default,1
60933,CUST00060934,51942.39,Chevrolet,Silverado 2500HD,2024,29291.94,16.9,18.61,36,True,12,436,2022-11-20,2025-11-04,Paid Off,0
60935,CUST00060936,55872.48,Chevrolet,Silverado 2500HD,2025,30775.34,18.86,20.6,84,True,17,430,2022-02-19,2029-01-13,Paid Off,0
60941,CUST00060942,63100.23,Buick,Encore,2025,24655.54,15.95,17.57,36,False,14,543,2022-03-27,2025-03-11,Paid Off,0
60942,CUST00060943,94913.07,Cadillac,XT4,2022,37640.35,17.53,17.53,60,False,21,551,2025-05-24,2030-04-28,Default,1
60958,CUST00060959,109379.88,GMC,Acadia,2022,72743.83,2.72,3.41,24,True,20,830,2022-05-23,2024-05-12,Paid Off,0
60964,CUST00060965,43764.01,Chevrolet,Colorado,2023,26060.41,14.61,13.62,24,False,12,541,2022-06-16,2024-06-05,Paid Off,0
60970,CUST00060971,33703.39,Buick,Regal,2022,7850.2,15.08,15.32,24,False,10,406,2021-12-03,2023-11-23,Paid Off,0
60995,CUST00060996,69054.86,GMC,Yukon,2023,27168.07,15.65,18.18,60,True,28,493,2024-03-26,2029-02-28,Default,1
60999,CUST00061000,92613.02,GMC,Yukon XL,2022,41492.83,4.32,5.06,60,True,40,728,2024-10-14,2029-09-18,Paid Off,0
61003,CUST00061004,41652.64,Buick,Encore GX,2025,34493.03,11.41,13.64,36,True,24,628,2022-02-07,2025-01-22,Paid Off,0
61013,CUST00061014,47498.76,Chevrolet,Corvette,2024,36632.45,10.45,13.29,24,True,20,625,2023-07-12,2025-07-01,Paid Off,0
61018,CUST00061019,95314.57,GMC,Hummer EV,2022,49872.75,15.52,15.95,24,True,7,559,2023-03-27,2025-03-16,Paid Off,0
61036,CUST00061037,73200.34,GMC,Acadia,2025,36483.22,15.63,16.72,24,True,7,419,2021-11-09,2023-10-30,Paid Off,0
61059,CUST00061060,91847.09,GMC,Sierra 3500HD,2023,79306.56,3.24,2.51,36,True,31,785,2024-02-27,2027-02-11,Default,1
61067,CUST00061068,78973.91,Chevrolet,Impala,2024,43544.6,15.94,17.06,24,False,11,486,2023-03-10,2025-02-27,Paid Off,0
61069,CUST00061070,77540.18,Chevrolet,Suburban,2024,54015.79,6.98,6.53,24,True,22,712,2023-11-03,2025-10-23,Paid Off,0
61072,CUST00061073,81395.87,Cadillac,CT4,2024,65235.44,5.29,5.28,24,True,23,715,2022-04-02,2024-03-22,Paid Off,0
61078,CUST00061079,73447.54,Chevrolet,Tahoe,2022,45384.51,6.53,8.29,24,True,20,703,2024-04-03,2026-03-24,Paid Off,0
61082,CUST00061083,107769.54,Cadillac,Lyriq,2023,50179.94,4.87,7.03,72,False,41,737,2023-12-20,2029-11-18,Paid Off,0
61087,CUST00061088,96323.32,Chevrolet,Trax,2022,81211.37,3.73,6.52,36,False,33,771,2022-04-10,2025-03-25,Paid Off,0
61088,CUST00061089,85354.66,GMC,Canyon,2022,84218.46,4.55,7.17,24,True,20,707,2021-11-23,2023-11-13,Paid Off,0
61096,CUST00061097,70703.86,Buick,Envision,2025,26151.28,18.75,21.61,24,False,14,518,2022-11-29,2024-11-18,Paid Off,0
61097,CUST00061098,79574.26,Chevrolet,Camaro,2024,48006.43,12.8,14.89,36,False,28,607,2021-12-03,2024-11-17,Paid Off,0
61106,CUST00061107,114640.23,Cadillac,Lyriq,2022,37969.49,16.96,18.05,24,True,10,527,2023-03-12,2025-03-01,Paid Off,0
61131,CUST00061132,53768.02,Chevrolet,Silverado 1500,2022,30783.03,17.21,17.1,60,False,20,431,2022-07-06,2027-06-10,Paid Off,0
61136,CUST00061137,112679.12,GMC,Yukon XL,2023,81407.26,4.07,6.93,24,True,20,818,2023-02-21,2025-02-10,Paid Off,0
61137,CUST00061138,51254.8,Buick,Regal,2022,22718.72,10.08,9.76,36,True,24,699,2022-02-24,2025-02-08,Paid Off,0
61138,CUST00061139,28883.63,Buick,Envision,2022,14586.03,12.34,12.44,24,False,15,603,2022-11-11,2024-10-31,Paid Off,0
61139,CUST00061140,31700.21,Chevrolet,Malibu,2022,9424.08,14.09,15.9,84,True,28,598,2024-05-02,2031-03-27,Default,1
61147,CUST00061148,49750.7,Chevrolet,Camaro,2022,23984.19,11.85,12.65,24,False,17,600,2021-11-27,2023-11-17,Paid Off,0
61149,CUST00061150,83567.05,Cadillac,XT5,2023,56336.86,4.98,6.15,36,True,35,706,2022-05-23,2025-05-07,Paid Off,0
61150,CUST00061151,75545.0,Chevrolet,Silverado 1500,2025,15331.4,17.95,18.19,24,False,11,430,2023-04-03,2025-03-23,Paid Off,0
61154,CUST00061155,105769.7,GMC,Acadia,2023,84131.47,8.98,10.14,72,False,30,671,2022-04-06,2028-03-05,Paid Off,0
61157,CUST00061158,76266.49,GMC,Yukon XL,2022,43361.21,16.34,15.8,24,True,14,463,2023-08-16,2025-08-05,Paid Off,0
61167,CUST00061168,114614.43,Chevrolet,Impala,2025,33602.76,16.94,17.18,24,False,11,533,2025-09-21,2027-09-11,Paid Off,0
61173,CUST00061174,63781.92,Chevrolet,Silverado 2500HD,2024,86462.77,4.59,4.25,24,False,22,703,2022-02-27,2024-02-17,Paid Off,0
61176,CUST00061177,113586.05,Chevrolet,Silverado 1500,2025,66685.61,4.78,4.83,24,True,21,740,2022-12-29,2024-12-18,Paid Off,0
61179,CUST00061180,51051.03,GMC,Acadia,2024,28084.23,5.54,6.88,72,False,46,714,2023-09-26,2029-08-25,Default,1
61209,CUST00061210,78913.62,GMC,Hummer EV,2022,18772.75,16.13,17.47,60,True,14,443,2023-05-09,2028-04-12,Default,1
61212,CUST00061213,75544.98,Chevrolet,Impala,2025,43847.63,8.81,9.68,24,False,15,688,2022-06-29,2024-06-18,Paid Off,0
61213,CUST00061214,94398.75,GMC,Acadia,2023,51105.32,17.48,17.95,24,True,10,509,2023-02-25,2025-02-14,Paid Off,0
61214,CUST00061215,31865.02,Buick,Envision,2022,15848.68,14.32,16.58,36,True,12,470,2024-08-10,2027-07-26,Paid Off,0
61219,CUST00061220,65896.24,GMC,Yukon XL,2025,15462.86,14.39,14.88,84,False,31,490,2023-03-23,2030-02-14,Default,1
61221,CUST00061222,51765.38,GMC,Hummer EV,2024,28937.58,16.76,19.61,36,True,11,595,2025-05-20,2028-05-04,Paid Off,0
61223,CUST00061224,77495.0,GMC,Yukon,2022,19420.09,15.26,14.59,60,False,24,430,2024-05-16,2029-04-20,Default,1
61227,CUST00061228,30883.99,Chevrolet,Bolt EV,2023,13670.98,11.14,12.59,36,False,29,634,2023-04-05,2026-03-20,Default,1
61228,CUST00061229,94712.29,Cadillac,CT5,2024,81759.12,3.1,5.27,36,True,30,784,2025-06-10,2028-05-25,Default,1
61234,CUST00061235,48943.75,Buick,Encore GX,2023,16361.25,16.41,16.8,48,True,18,511,2021-11-25,2025-11-04,Paid Off,0
61249,CUST00061250,82603.35,Cadillac,CT5,2023,27623.72,14.74,14.26,24,False,14,525,2021-11-08,2023-10-29,Paid Off,0
61250,CUST00061251,90588.87,Cadillac,Escalade,2025,26451.33,14.98,14.4,36,True,13,535,2022-04-12,2025-03-27,Paid Off,0
61256,CUST00061257,36108.22,Chevrolet,Bolt EV,2025,17469.36,15.58,15.14,24,True,8,543,2023-07-10,2025-06-29,Paid Off,0
61262,CUST00061263,59162.42,GMC,Yukon,2025,24586.73,17.04,18.08,24,False,15,501,2022-03-18,2024-03-07,Paid Off,0
61277,CUST00061278,114074.73,Chevrolet,Blazer,2022,55916.74,17.1,16.38,84,True,28,552,2023-01-07,2029-12-01,Default,1
61279,CUST00061280,78622.69,GMC,Terrain,2023,48073.46,4.86,7.2,48,False,46,700,2021-11-06,2025-10-16,Paid Off,0
61282,CUST00061283,56773.63,Chevrolet,Trailblazer,2022,35410.57,10.58,9.78,48,True,41,669,2023-11-09,2027-10-19,Default,1
61287,CUST00061288,45643.99,Chevrolet,Bolt EV,2024,11656.41,16.16,15.8,72,True,17,480,2024-03-11,2030-02-08,Paid Off,0
61293,CUST00061294,41535.94,Chevrolet,Colorado,2025,23904.83,17.33,19.53,84,False,22,424,2025-05-22,2032-04-15,Paid Off,0
61298,CUST00061299,87979.69,GMC,Sierra 2500HD,2025,55945.45,4.63,7.09,24,True,23,785,2023-10-31,2025-10-20,Paid Off,0
61311,CUST00061312,98068.73,Cadillac,XT6,2022,80719.59,4.49,5.48,60,True,41,842,2022-08-14,2027-07-19,Paid Off,0
61326,CUST00061327,64799.48,GMC,Canyon,2022,45098.95,11.29,10.99,24,False,19,633,2024-02-22,2026-02-11,Default,1
61329,CUST00061330,108599.92,Cadillac,Lyriq,2023,65726.38,2.91,2.83,72,True,44,848,2023-04-16,2029-03-15,Paid Off,0
61343,CUST00061344,119192.9,GMC,Hummer EV,2023,80093.67,4.37,6.26,36,True,33,770,2022-04-01,2025-03-16,Paid Off,0
61353,CUST00061354,119372.27,Cadillac,XT6,2022,79769.09,2.78,1.78,48,False,43,825,2025-06-21,2029-05-31,Default,1
61380,CUST00061381,92044.38,Chevrolet,Tahoe,2022,79559.15,4.13,7.06,60,True,44,778,2022-10-07,2027-09-11,Paid Off,0
61394,CUST00061395,102877.55,Chevrolet,Malibu,2024,79522.5,14.89,16.84,60,False,29,606,2023-01-20,2027-12-25,Default,1
61399,CUST00061400,70867.7,Chevrolet,Trax,2025,21755.65,15.48,17.97,60,False,19,524,2022-10-10,2027-09-14,Paid Off,0
61410,CUST00061411,34773.96,Chevrolet,Trax,2022,17552.65,16.02,16.73,24,True,8,515,2022-09-18,2024-09-07,Paid Off,0
61417,CUST00061418,85405.6,Cadillac,Escalade,2022,61104.15,4.28,6.5,48,True,44,718,2022-02-16,2026-01-26,Default,1
61420,CUST00061421,46463.81,Chevrolet,Blazer,2024,10612.92,15.4,16.36,36,False,15,536,2025-01-19,2028-01-04,Default,1
61421,CUST00061422,110759.78,Cadillac,CT4,2025,49389.9,8.04,10.58,84,True,33,652,2023-07-09,2030-06-02,Paid Off,0
61423,CUST00061424,110614.43,Cadillac,XT5,2025,54436.72,6.13,7.49,24,False,23,706,2025-06-21,2027-06-11,Paid Off,0
61427,CUST00061428,62157.04,Buick,Regal,2023,73002.95,4.23,5.16,24,False,19,710,2023-09-06,2025-08-26,Paid Off,0
61429,CUST00061430,117459.67,Cadillac,Lyriq,2024,65478.03,8.33,9.08,60,True,33,668,2022-12-08,2027-11-12,Default,1
61441,CUST00061442,57808.97,GMC,Terrain,2022,24641.76,14.38,15.58,24,False,7,410,2023-01-12,2025-01-01,Paid Off,0
61448,CUST00061449,50981.11,GMC,Canyon,2022,44061.49,4.11,5.74,72,False,40,713,2023-04-29,2029-03-28,Paid Off,0
61453,CUST00061454,62201.11,Chevrolet,Malibu,2025,15487.32,15.83,17.08,36,True,23,508,2022-12-04,2025-11-18,Default,1
61455,CUST00061456,79531.63,Chevrolet,Trailblazer,2023,42568.5,18.07,17.81,48,True,21,566,2021-12-12,2025-11-21,Paid Off,0
61456,CUST00061457,89699.45,Cadillac,CT4,2025,78726.56,4.73,7.01,60,False,42,704,2022-12-15,2027-11-19,Paid Off,0
61482,CUST00061483,35378.44,Chevrolet,Silverado 3500HD,2022,9102.07,16.09,17.31,48,True,17,456,2022-12-26,2026-12-05,Paid Off,0
61486,CUST00061487,33628.47,Chevrolet,Trailblazer,2022,15802.59,16.79,17.82,48,False,32,422,2025-03-26,2029-03-05,Paid Off,0
61488,CUST00061489,112580.94,Cadillac,Escalade,2023,64179.11,4.24,3.91,24,True,20,846,2022-04-26,2024-04-15,Paid Off,0
