annual_income,loan_amount,loan_term_months,credit_score,target
108594.14,47316.54,24,570,0
65322.2,18425.45,24,407,0
39300.94,18373.18,36,583,0
27362.33,9116.68,72,486,0
33473.48,16633.29,72,576,0
52073.73,28308.4,60,594,0
116916.71,34526.32,36,573,0
80948.67,36674.72,36,546,0
74470.09,32301.97,36,408,0
103266.67,86535.87,36,688,0
39226.65,16815.48,48,576,0
33375.63,12183.1,24,532,0
62847.49,20829.74,36,649,0
81920.28,38157.76,84,746,1
34683.07,15817.19,84,411,1
95233.54,28712.57,72,579,1
46609.86,22455.32,84,517,1
57866.18,26117.49,24,698,1
58955.1,46724.68,48,643,1
101403.4,29139.58,36,604,0
77218.7,39095.07,24,489,0
57823.6,66041.11,48,711,1
54732.72,34725.91,72,685,1
60294.43,32653.6,24,493,0
41898.55,11497.13,36,369,0
109798.4,71049.93,60,763,0
40728.98,12112.35,24,635,0
80965.09,32873.02,48,507,0
104417.22,68062.16,84,663,1
116539.7,78305.28,36,740,0
37221.72,22417.7,24,648,0
43719.44,24521.81,36,612,0
109926.54,78966.73,60,718,0
31811.38,14375.34,24,328,0
45996.01,18702.26,84,356,0
56387.81,49714.0,72,732,1
51912.52,53148.9,72,740,1
117732.87,77106.35,24,766,0
80001.05,36355.98,48,598,1
37041.45,22120.3,24,431,0
53583.41,14305.73,24,548,0
97191.22,41806.71,24,624,0
107735.43,63085.82,24,595,1
90743.03,55917.86,48,826,0
52581.75,10773.93,24,567,0
100804.06,62372.78,84,836,1
92273.52,41116.58,36,549,0
35770.15,9015.13,84,515,0
28537.64,11819.93,36,320,0
110247.65,81785.88,24,824,0
105533.55,70674.45,24,627,0
44621.34,26746.64,36,453,0
31327.89,8226.03,60,538,1
92959.43,86516.62,48,765,1
65848.04,29607.54,24,687,0
71543.73,81943.33,60,749,1
116167.68,82512.34,60,732,1
52388.64,36179.28,60,648,0
41657.86,17539.68,24,413,0
35472.18,27513.76,24,623,0
83878.82,84671.53,60,819,1
46861.07,18862.12,24,476,0
57371.85,34848.8,24,641,0
40767.4,23075.65,48,435,0
55738.78,32458.82,36,414,0
35732.78,11438.88,36,398,1
58699.32,55164.1,24,652,0
45858.99,26229.17,60,558,1
118503.18,83021.09,48,789,1
48138.13,19534.45,24,503,0
71122.51,15094.06,24,469,0
77236.09,30639.84,36,514,0
76185.78,49472.82,24,681,0
46720.97,15603.67,48,460,1
118886.62,76317.22,72,707,0
43948.1,12089.61,84,423,1
107965.77,31312.42,24,626,0
117110.08,74039.67,36,591,0
79016.64,20681.28,24,545,0
57618.94,17285.74,36,415,0
58794.48,15871.13,84,537,1
40382.98,19660.18,60,484,1
117058.32,81871.85,36,770,0
43867.06,34265.44,24,621,0
104760.94,84303.02,36,714,1
105460.84,73376.23,36,696,0
33393.97,18039.12,84,599,1
25363.49,14064.08,72,395,1
33408.44,21280.69,36,594,1
72804.75,15025.55,60,560,0
68866.66,40252.84,36,723,1
74694.41,42676.47,60,727,1
33185.53,15899.57,84,397,0
38066.52,11701.04,72,327,0
75192.14,24024.31,84,531,1
96913.31,42159.45,36,672,0
44842.71,19803.44,48,404,0
30327.31,9866.87,36,592,1
77255.24,22331.63,24,456,0
79407.81,42616.06,24,568,0
110765.89,61513.95,84,635,1
69869.68,25210.14,24,570,1
87516.33,26784.06,48,633,1
61317.0,33591.3,48,525,0
87996.61,35204.86,48,622,1
63306.08,53060.36,36,734,0
92207.18,58202.18,24,767,0
105731.34,60837.67,24,833,0
50249.9,63502.26,72,713,0
98159.51,34288.55,36,631,0
75002.34,15304.36,24,453,0
98169.83,57612.35,36,597,1
113610.25,71511.96,24,583,0
66460.81,54149.99,48,659,0
102149.83,53174.69,48,738,0
60260.63,57919.54,24,744,0
74228.97,51870.8,24,725,0
80531.53,61214.69,36,733,0
91539.35,79322.08,60,813,1
79252.04,21135.64,48,568,0
79193.18,44327.09,24,510,0
103019.61,85432.57,24,769,0
107922.01,29067.91,24,520,0
89259.61,53497.14,24,759,0
29844.66,11800.8,36,374,0
103351.21,27385.07,60,524,1
87910.32,78109.28,24,683,0
118629.87,81050.57,84,705,1
70794.56,89631.55,24,715,0
27557.18,9457.25,60,346,1
109007.94,71363.76,24,787,0
34306.52,16707.16,60,400,1
104875.95,31151.26,24,545,0
115862.11,66668.89,36,551,0
27507.06,20892.23,24,608,0
91154.62,39640.13,48,584,0
80781.95,48330.3,36,674,1
81028.97,30505.95,24,529,0
41269.88,18426.19,36,300,0
64373.02,30799.76,60,463,1
113061.98,64284.42,36,822,0
114872.98,73131.07,60,748,1
87253.54,27621.49,24,545,0
43458.69,9647.11,36,364,0
43727.88,14917.43,36,526,0
97170.02,68500.04,36,723,0
80104.18,40066.6,48,657,0
77770.31,28564.96,24,454,0
58140.93,30550.35,24,513,0
90685.57,32857.32,24,638,0
33931.93,9959.99,36,596,0
78825.58,27324.61,84,536,1
86296.6,88196.39,60,727,0
111232.04,85854.56,48,782,0
49210.64,19897.97,24,545,0
45666.34,26404.36,36,559,0
31409.53,12759.74,36,460,0
99800.95,82468.31,60,767,1
110053.08,54409.43,60,600,1
89575.19,42365.03,84,722,0
116534.12,34265.33,84,501,1
40597.87,22997.96,36,489,0
76948.02,36064.51,24,544,0
37614.28,18532.86,24,416,0
51391.43,17706.75,24,429,1
64285.83,57184.92,36,664,1
107583.83,40527.06,24,652,0
97547.95,19112.59,36,578,0
82290.45,44726.86,24,638,0
68377.95,14339.28,60,580,1
108248.08,43115.85,24,659,0
114048.65,87645.4,24,622,0
34463.99,9157.99,24,433,0
51882.38,52784.3,60,705,0
71097.3,39718.01,60,429,1
26282.95,6680.57,36,420,0
95189.18,32707.72,60,612,1
34352.23,10033.15,84,441,0
31893.91,10297.92,72,337,1
64205.13,79503.75,24,746,0
61968.26,23874.64,24,464,0
87024.96,53854.71,48,732,0
116908.04,52871.48,36,677,0
47831.53,9892.94,24,318,0
68174.3,44377.77,84,648,0
104380.51,66618.81,72,756,1
110100.73,60005.61,48,599,1
93202.36,86570.74,24,765,0
102221.15,59204.06,24,564,0
113326.16,86637.96,84,848,0
43567.99,18290.06,24,602,0
106342.74,41279.82,36,556,0
40434.34,15388.86,24,485,0
33043.52,15438.83,72,499,1
90199.56,46747.15,60,550,0
78849.13,62957.34,24,713,0
71923.49,27836.16,24,526,0
108321.93,52853.57,24,553,0
109104.36,43408.5,48,693,0
81149.3,59605.08,84,834,1
42327.87,10285.01,60,594,0
117420.73,78849.31,60,623,1
119243.41,62136.17,48,539,1
38159.44,10553.29,72,459,0
89093.6,42972.27,24,733,0
70135.72,21862.91,84,473,1
60340.93,22856.53,36,581,0
66475.11,23057.01,24,546,0
88440.53,62577.14,36,630,0
49207.04,29307.61,24,611,0
117011.92,82867.51,36,812,0
32100.64,14581.69,24,348,0
110775.93,62727.85,36,842,0
56519.43,24066.97,36,653,0
26697.0,8139.99,24,324,0
56801.72,19811.78,36,514,0
90537.0,61492.2,24,655,0
116640.42,65617.67,36,632,0
25898.42,6114.77,60,389,0
65019.56,75343.52,24,736,0
33245.4,13948.08,48,505,1
83070.91,81784.77,48,820,1
40331.84,9814.93,24,393,0
87604.79,59198.02,84,683,1
85183.42,71505.78,60,773,1
115884.83,60367.66,24,530,1
65848.58,56773.78,24,642,0
75691.96,44503.62,36,520,0
46662.0,27547.92,48,442,0
112683.34,85096.43,48,618,0
116444.48,46276.24,36,557,0
65893.61,24677.91,72,585,1
94826.86,74439.09,24,699,0
98424.99,81606.41,36,674,0
118923.09,72042.62,24,703,0
77853.23,50118.05,36,708,0
33869.04,18656.58,36,350,1
93900.67,89150.89,48,799,1
84056.4,31365.05,48,677,1
107475.91,34269.02,36,571,0
27511.27,10252.37,24,511,0
108280.6,77860.32,60,829,0
112436.64,62946.26,24,527,0
100023.44,84077.07,48,789,0
89871.35,39922.23,48,579,1
76914.23,33007.61,60,666,0
97210.04,49797.2,36,667,0
27565.75,15545.42,24,316,0
28517.46,10365.38,24,452,0
99390.68,81731.04,24,760,0
58273.46,43635.02,36,692,0
102206.23,77969.11,36,725,0
57735.97,24040.18,72,695,0
25598.16,8422.3,84,488,1
119928.79,44060.44,84,576,0
99370.27,70530.88,72,635,0
33581.53,18909.97,36,339,0
114598.09,33124.15,72,555,0
53365.02,14768.47,36,636,1
37946.78,13566.89,48,451,0
68353.14,56172.86,72,675,1
26277.85,14563.84,24,596,0
47904.07,25698.86,24,521,0
49295.63,24008.32,24,382,0
82393.42,71104.68,36,689,0
88728.18,66651.3,24,783,0
38270.95,19450.25,36,544,0
84529.75,34316.04,36,668,0
72334.38,51184.19,48,711,1
116539.24,59922.56,24,512,0
97276.49,57076.11,36,794,0
70953.92,15341.68,36,540,0
50770.95,14633.68,24,480,1
103844.39,46985.87,36,577,1
113633.81,35426.1,48,620,0
105101.52,35734.11,72,535,0
48179.57,18766.88,36,387,1
111131.05,81466.13,36,850,1
27014.07,13480.82,36,409,0
97037.0,51869.72,24,743,0
53040.29,32765.14,72,512,1
54713.98,27048.77,24,605,0
62409.17,27375.27,84,442,0
113778.75,68664.85,24,745,0
32630.0,18777.77,48,475,0
39483.26,21395.45,24,331,0
82402.79,52997.04,60,768,0
32730.55,7216.17,84,532,0
61379.05,21872.36,36,534,0
80045.59,34938.68,36,535,0
74428.85,32913.1,72,476,0
80469.18,76561.36,24,734,0
105695.52,27118.34,24,567,0
98808.93,81280.53,24,715,0
66677.7,24477.34,60,526,1
33302.87,19250.65,60,630,1
47608.54,23906.79,84,593,1
83573.82,19226.54,60,587,1
35845.94,9571.1,48,511,0
117040.29,46674.74,24,546,0
36712.47,16107.14,84,637,1
57404.83,70250.17,84,733,0
111426.1,67326.52,24,843,0
119958.62,26358.77,24,547,0
91787.5,60091.39,48,833,1
84723.98,56145.03,36,600,0
68702.6,22395.85,60,552,1
56884.87,47969.3,24,692,1
65458.16,39920.24,48,730,1
58158.17,52885.17,48,697,1
35273.05,8837.76,84,322,0
77783.26,29754.47,24,459,0
69799.03,28776.93,60,563,0
110998.99,77647.53,24,800,0
109415.74,69346.74,24,713,0
29866.57,19463.18,24,642,0
77670.5,48690.88,24,728,0
53161.07,26572.35,36,439,0
40591.86,21677.28,24,500,0
66966.8,26199.13,72,581,0
67854.56,29283.37,84,674,0
54701.05,53630.76,24,737,0
97898.88,46351.93,36,664,0
56352.89,19635.51,72,565,1
110694.27,53095.64,24,570,0
50201.8,16810.14,24,402,0
93211.74,25113.47,24,542,0
78033.08,37931.97,72,415,0
119624.48,31319.46,84,537,0
96361.31,85161.57,48,800,1
119276.95,64399.74,36,561,0
71572.88,25256.83,24,418,0
94253.29,89196.27,60,809,0
108664.25,82773.63,24,840,0
112180.42,88691.33,24,793,0
66752.93,30988.52,72,568,0
26790.62,14285.85,36,454,1
29124.76,16049.17,36,582,0
101778.34,63633.94,48,816,1
42324.62,23470.79,60,386,1
43082.84,16140.91,84,382,0
67953.97,56708.11,24,602,0
37044.52,15908.85,24,350,0
106868.0,25588.93,24,597,0
60777.9,36244.27,36,597,0
95016.02,22398.63,48,555,1
34682.18,11444.31,60,423,0
115383.61,65173.47,36,643,1
90889.82,89548.44,60,822,1
33155.36,10114.15,24,355,0
40002.89,10346.36,24,484,0
70849.17,18162.18,24,452,0
51086.99,28358.36,24,602,0
102535.12,72111.22,84,816,0
30886.72,9234.7,60,514,1
32573.93,8886.21,84,598,1
65177.35,25377.66,36,401,0
67636.94,32893.67,84,708,1
56980.18,25939.82,36,580,0
72889.0,15918.21,24,468,0
115116.77,55354.42,24,531,0
98065.02,31316.52,24,629,0
65811.89,14205.75,24,487,0
32785.59,8419.67,24,413,0
42872.71,17574.9,36,385,0
32081.3,10191.01,72,436,1
80289.99,37234.38,48,737,1
52871.57,12802.88,48,445,0
38952.08,18155.37,36,462,1
71499.12,37012.84,36,444,0
51799.82,20886.02,36,525,0
58421.83,18701.37,36,459,1
39585.11,16991.18,48,329,1
40718.37,14136.46,24,398,0
88590.88,24202.85,36,581,0
64383.82,52823.54,24,702,0
72018.73,20982.2,24,449,0
106148.13,66452.1,48,607,1
98503.5,56477.06,24,511,0
114880.03,75503.52,24,809,0
117954.01,36641.92,36,647,0
83947.99,56528.72,36,832,0
118846.45,66148.93,36,514,1
28614.62,11385.35,48,545,0
69225.93,53068.74,24,670,0
72222.3,42810.49,24,588,0
109887.24,80539.33,24,707,0
89671.99,87736.48,24,753,0
63775.0,25659.03,36,494,0
48980.75,28370.2,60,535,0
69044.9,40012.92,24,400,0
27305.12,14394.84,60,311,1
89404.45,27308.61,24,576,0
84577.04,62009.19,24,832,0
106018.16,53661.14,84,506,1
104503.54,53254.08,36,623,0
78312.48,40666.51,36,479,0
92992.16,74671.31,60,803,1
89084.7,44507.09,60,584,1
42474.34,24989.83,24,649,0
50947.94,31403.02,36,614,0
57636.12,31617.67,48,479,1
72846.63,43562.2,36,593,0
76852.69,36617.36,36,662,0
35951.55,17778.57,60,342,1
28393.49,13946.44,36,433,0
76104.42,53497.86,84,696,0
26409.96,5788.25,24,306,1
101213.18,61949.56,24,826,0
25049.68,14316.25,72,436,1
42636.73,25211.18,24,554,0
65923.97,30892.33,24,440,0
59441.18,21712.4,84,503,1
85408.35,50638.81,60,761,0
66272.65,19801.33,48,525,1
47342.57,21382.02,36,385,0
52812.12,16189.95,24,552,0
26967.47,6618.75,36,552,0
105940.9,85046.0,36,799,1
49535.58,13992.3,48,589,0
29470.91,19293.11,36,618,0
79823.19,36418.19,36,423,0
44231.12,23396.69,24,384,0
57980.25,16215.2,24,501,0
47749.17,23056.58,36,573,0
27442.92,7604.52,36,602,0
39604.44,17141.03,36,344,1
98308.29,49907.65,60,731,1
81419.98,62056.65,36,734,0
72669.27,35247.2,72,693,0
79398.01,53167.36,72,670,0
93902.54,87766.24,48,683,0
101139.76,44283.8,24,680,0
111881.38,41460.17,84,579,0
34469.23,20136.69,60,549,1
66962.04,36347.81,36,536,0
74469.04,18623.59,48,494,1
31201.27,7304.96,36,416,0
30595.36,21144.38,36,635,0
79243.54,26762.38,84,531,0
115992.61,56046.24,24,599,0
86033.8,87990.24,72,842,1
88237.24,50956.13,48,755,0
103983.71,69954.33,24,778,0
34369.6,13080.18,24,302,0
48892.14,19702.81,36,321,0
31354.43,13478.2,60,361,0
105064.04,81850.96,60,840,0
49641.77,10955.62,84,331,1
54400.09,43312.51,24,646,0
110682.36,57258.17,72,704,1
53536.02,30563.61,60,527,1
54923.45,53640.87,84,664,0
68836.52,15676.01,60,411,1
99352.52,87079.25,24,826,0
37975.29,15511.57,24,458,0
68020.49,37576.79,48,405,0
27431.78,17215.02,36,569,0
101273.35,50487.72,60,562,0
72216.11,33715.1,24,486,0
46845.65,23111.12,24,581,0
84085.38,53781.12,60,850,0
59101.5,15040.57,36,401,0
39681.86,23682.9,60,473,0
105753.78,75575.36,84,786,1
105308.12,53991.81,24,574,0
116654.74,84728.1,24,794,0
113077.46,64532.19,36,777,0
39219.83,22758.18,72,402,1
117951.04,29593.02,48,522,1
79642.03,36512.97,24,721,0
94272.01,50435.11,36,546,0
96659.55,21430.38,72,580,1
48707.74,26695.45,36,574,0
49353.33,13776.06,48,350,0
63440.83,48868.36,84,611,1
97731.99,75454.95,36,750,0
57581.77,17647.55,72,427,1
57908.9,25326.91,24,655,0
46712.78,21233.65,24,344,0
48284.3,19700.9,24,616,0
48268.92,21733.6,48,435,0
68269.52,57373.91,36,742,0
76701.31,60311.09,60,680,0
106941.59,71342.12,24,646,0
98344.3,66384.44,36,786,0
116686.38,74339.56,48,801,1
46371.52,30347.29,84,628,0
42133.81,18257.49,24,306,0
30496.2,14677.64,48,399,1
90931.1,58121.27,24,800,0
70546.31,57587.82,36,749,0
78206.51,21944.22,24,534,0
114983.78,37052.85,60,537,0
57667.47,26829.4,60,600,1
57597.64,20836.17,24,468,0
87439.48,77454.8,48,816,0
36517.73,18437.06,24,592,0
27361.53,16118.39,24,526,0
31068.64,17230.46,24,405,0
28671.25,13095.94,24,370,0
117505.59,80115.31,84,735,0
97421.44,32873.14,24,520,1
103648.16,86162.34,36,784,0
111240.29,83475.85,84,736,1
27980.77,7295.67,36,303,0
28216.19,6543.69,24,520,0
71501.39,31108.68,24,546,0
94689.13,30286.01,72,613,0
98724.06,28762.93,24,520,0
29136.43,17182.45,24,312,0
30604.74,16652.37,48,521,0
30845.09,12699.06,36,343,0
41032.65,22182.5,24,602,0
59298.61,25540.43,24,506,0
63199.24,30378.24,84,453,0
47276.48,28472.56,24,474,0
93596.98,55532.05,36,588,0
94347.38,50439.57,48,612,0
106550.84,66032.02,36,576,0
42349.6,21955.59,36,320,1
28389.53,14188.41,84,560,0
57595.58,22106.81,36,479,0
57511.1,19132.41,60,507,1
65631.53,80204.27,72,734,0
36715.94,10670.51,24,469,0
95610.3,67411.58,84,822,1
39405.96,23030.13,36,416,0
77684.97,16639.54,48,514,1
67007.77,51106.83,24,623,0
116297.55,69968.7,24,720,0
72324.82,46146.85,24,570,0
53059.34,58152.92,48,748,1
73662.19,40085.89,36,498,1
79932.32,25422.67,24,491,0
54325.09,15417.05,60,467,1
25710.86,7709.06,24,589,0
72366.38,36174.95,60,445,1
39608.97,12580.75,24,622,0
107128.78,79553.48,24,820,0
87743.67,85545.35,48,665,0
69821.55,16310.81,36,411,0
39890.76,18597.5,84,484,1
55852.51,31446.74,60,483,0
27290.26,14233.22,24,444,0
113214.63,86797.74,36,607,0
102143.28,62017.24,24,543,0
48760.12,12431.58,24,581,0
118259.21,59169.13,24,717,0
93693.01,46046.48,24,718,0
65816.46,71951.23,24,651,0
118528.14,73811.68,36,755,0
92789.52,32682.22,24,568,0
101342.1,74951.57,24,845,0
66771.23,24093.94,24,566,0
51937.41,25924.47,72,646,0
53135.5,51097.87,36,672,1
45640.01,15148.31,60,518,0
75298.89,48899.84,60,734,0
42229.68,22312.21,24,498,0
31075.0,14182.34,60,629,0
74572.26,60450.38,24,743,0
75564.55,19549.55,36,591,0
97817.88,65768.3,24,832,0
74994.52,25862.2,36,525,0
107315.63,50126.09,48,690,0
101408.01,85187.3,36,679,1
69240.84,20684.01,72,590,0
54841.84,19868.09,84,514,1
109516.18,73308.51,36,710,0
77881.71,82492.32,72,713,1
50385.32,33666.59,24,729,0
95259.26,54780.79,24,801,0
48897.85,21206.86,24,512,0
118743.39,49236.26,84,661,1
35316.14,8068.09,24,425,0
75416.25,23925.75,36,475,0
108274.27,76629.84,24,808,0
51533.92,14326.7,36,636,0
75889.05,17733.72,24,500,0
57673.16,35196.6,24,504,0
67145.7,15796.59,48,521,0
85572.59,29791.2,36,551,1
50402.8,28406.9,60,461,1
57943.7,19725.44,72,580,0
70188.21,40416.56,36,490,0
111641.82,77621.67,24,750,0
36915.61,11040.95,48,492,1
73223.81,69677.23,36,703,0
111736.38,81867.85,24,816,0
55123.73,17459.32,24,414,1
108033.31,88789.91,60,784,1
90208.15,68106.03,24,709,0
74904.55,48688.41,36,675,0
102286.67,78782.22,24,737,0
93526.67,84121.98,60,812,0
87966.43,38582.84,48,613,1
70456.63,24669.67,84,407,1
35838.79,14768.33,36,477,0
69783.3,28114.78,60,575,0
73018.03,21891.48,24,590,0
60636.69,42178.39,60,649,1
109236.75,67377.67,60,632,1
111998.59,80830.62,48,789,0
58042.47,35043.7,24,454,0
117675.3,53316.35,36,521,0
99592.82,88021.45,48,832,0
79629.87,20524.28,72,474,1
84102.16,71560.97,24,846,0
47413.25,12531.87,24,415,0
42445.36,15688.15,24,564,1
113397.45,86810.4,36,771,0
79279.45,34202.82,24,401,0
63208.57,31106.45,36,584,0
88997.41,39932.93,24,531,0
51429.07,26208.22,48,554,1
119260.33,47921.26,24,678,0
108109.98,63776.57,72,730,0
59049.39,22237.24,84,483,0
106217.06,80869.84,48,780,1
67687.03,38825.64,24,724,0
94056.95,23036.42,24,595,0
42670.6,21796.61,24,315,0
107589.44,78809.83,84,824,1
81690.92,63060.69,36,727,0
62659.04,31518.89,24,556,0
65501.57,34097.83,36,460,0
79044.5,33503.79,24,474,0
75022.71,19438.69,84,552,1
26536.94,8942.73,24,478,0
91610.38,19309.82,36,520,0
98434.59,68898.89,36,798,0
72998.87,15701.11,36,505,0
95606.3,41917.14,60,662,1
112216.23,53762.09,48,712,0
39345.11,22091.2,36,589,0
112267.94,53197.63,72,697,0
42044.89,19573.39,84,573,0
75537.25,48183.65,24,498,0
113210.08,68887.55,24,562,0
48323.02,14101.09,24,314,0
33818.82,18063.93,24,514,0
53111.53,24154.86,36,672,0
83387.23,19197.96,24,559,0
89481.77,85057.52,72,654,0
105519.21,50440.3,48,568,0
52970.82,15488.22,60,445,1
41769.83,22019.91,72,375,0
71795.11,56217.18,36,697,1
31777.51,12192.28,36,455,0
73823.41,21126.38,24,539,0
107717.31,39267.15,36,579,1
106695.34,64614.77,24,761,0
97839.68,21300.76,60,522,1
88258.7,47169.89,36,726,0
83517.62,37549.67,72,503,1
88567.07,48486.48,24,829,0
28484.47,6283.91,48,474,0
71926.78,42120.2,24,477,0
66891.32,27654.24,24,482,1
94849.44,57938.08,48,730,0
85110.91,22991.2,60,503,0
76179.95,17091.93,36,497,0
84826.71,66444.75,36,782,0
112343.23,79999.54,36,714,0
25010.71,9848.68,24,421,0
93098.01,82172.34,48,809,1
80613.03,43900.59,24,780,0
32401.32,14784.8,36,574,0
27038.99,10775.48,84,579,1
39685.65,18245.43,24,447,0
53903.48,13222.34,36,492,0
99309.33,34209.24,84,688,1
114713.08,66011.76,24,794,0
40708.74,21819.54,36,365,0
27406.03,6423.68,60,562,1
114613.92,67356.56,24,770,0
118808.18,51650.22,24,616,0
26870.79,13944.67,48,381,1
105498.0,69824.21,72,796,1
96469.97,66138.7,24,738,0
34260.01,13265.1,48,519,1
106530.54,48190.39,24,681,0
31889.1,10854.03,24,484,0
87785.37,77294.9,24,842,0
85034.87,33213.25,48,543,1
78070.77,20547.54,72,429,1
39249.8,23566.77,72,403,1
104741.24,74922.65,24,844,0
102249.12,47054.79,24,662,0
29367.16,9720.93,24,547,0
87698.29,78642.97,60,747,1
33670.71,14194.63,24,624,0
78186.57,21473.09,24,534,0
111364.67,74767.68,48,604,0
106170.82,57026.49,48,647,1
45675.2,23434.13,24,393,0
30802.44,8498.65,24,466,0
30781.23,11455.89,36,465,0
99293.71,58484.85,48,823,1
112618.71,39246.33,24,626,0
77796.86,56259.55,36,633,0
112974.61,25710.85,24,526,0
96207.81,52454.02,36,561,0
107789.25,74030.64,24,840,0
64859.47,32069.51,36,408,0
48415.18,21606.77,72,514,0
118137.66,33758.31,84,545,0
67843.53,24054.49,72,605,0
100978.61,70904.47,84,801,1
119365.64,35582.56,36,610,0
113885.79,49563.53,24,640,0
90116.05,53299.78,36,525,0
29312.26,6299.55,60,371,0
52030.75,65156.09,84,702,0
100390.76,71484.05,24,848,0
42295.72,14527.31,48,375,0
76954.59,30244.72,24,437,1
86030.28,85437.19,24,763,0
66734.09,29474.39,36,648,0
111717.36,23118.95,36,522,1
40425.31,13546.33,24,326,0
50201.22,23083.24,72,513,1
46143.42,14258.78,48,306,0
119766.86,80222.57,84,755,1
75945.59,33242.64,36,571,0
85794.09,78563.17,24,823,0
102019.27,69070.83,24,712,0
31646.99,17702.14,24,466,0
96224.01,43026.85,24,538,0
116993.65,41046.23,24,564,0
35062.75,11989.78,36,301,0
108718.46,40257.14,24,508,0
38700.67,13400.8,24,477,0
109753.65,34029.97,24,528,0
74860.44,34679.89,36,623,1
28463.01,11182.25,84,451,0
88237.33,84292.64,24,746,0
73275.09,72655.02,72,720,0
26964.83,12141.05,60,392,1
44540.04,17610.48,84,301,0
118862.37,63346.53,24,562,0
114983.62,76652.76,36,693,0
83107.11,58208.34,36,655,0
104690.47,68009.51,48,792,0
60765.44,21184.68,84,475,1
73145.95,25154.8,36,515,0
119605.02,43285.67,36,533,0
77890.44,26727.24,24,470,0
88594.05,74829.54,60,772,0
39850.24,11946.8,36,370,0
98911.01,81419.68,60,795,0
59671.96,19551.23,24,638,0
83957.22,41604.72,48,620,1
101765.66,48558.66,24,567,0
58255.84,54379.42,24,657,0
112098.76,41440.57,24,645,0
93990.04,74495.41,36,745,0
50588.6,18636.44,24,529,0
58020.35,41302.55,72,615,1
43431.32,27270.03,36,578,0
116971.09,63312.47,24,666,0
32438.76,10090.33,36,451,0
66408.69,32377.67,84,631,0
111830.34,72027.67,36,784,0
52899.37,22180.19,60,572,1
78654.56,35563.09,36,492,0
54340.86,23098.23,84,472,0
82457.42,66159.34,48,704,0
44395.1,24863.26,72,520,0
116970.18,77076.29,48,678,1
105844.4,75695.07,24,833,0
51058.3,22944.48,36,514,0
76581.66,34963.87,60,639,0
68142.22,19910.16,72,592,0
84035.74,50812.33,48,720,0
103546.45,76008.08,48,798,0
109916.36,36555.81,24,531,0
49485.94,17379.36,36,526,1
44204.66,17505.62,36,368,1
30600.54,11657.62,36,379,0
84597.69,41512.13,48,602,0
104189.32,67594.58,24,604,0
45268.55,20774.55,60,323,0
118100.34,40194.79,24,571,0
61081.74,33281.62,60,442,1
99222.18,52319.42,84,616,0
81264.09,85502.99,24,736,0
84607.26,17445.26,36,523,0
112895.77,79870.07,36,813,0
108211.7,58837.36,24,773,0
26237.08,5152.61,24,380,0
105922.75,67775.69,24,690,0
89969.85,74785.89,24,821,0
27159.33,16451.62,24,440,0
62508.59,22640.56,36,532,0
102764.26,68840.71,60,684,0
119592.76,57124.36,36,711,0
38102.03,15066.83,24,541,0
91282.69,83277.64,24,667,0
104498.48,84530.8,36,794,0
62575.63,60321.57,24,655,0
105521.48,63652.98,24,581,0
110369.55,76766.81,36,798,0
57046.73,16912.06,24,491,0
83783.51,69115.18,36,824,0
27099.45,7460.31,24,345,0
70805.12,22106.86,36,455,0
25369.12,10049.07,24,527,0
113559.5,35350.57,24,509,0
46312.51,28183.77,24,486,0
75954.61,55349.13,84,620,1
62238.74,37196.25,72,691,1
112185.47,31697.46,84,528,0
85161.77,67210.05,24,805,1
53459.05,32240.78,60,527,1
61254.96,33399.8,24,631,0
94565.57,87650.06,48,764,0
87958.41,61356.13,24,814,1
116668.47,30708.19,84,583,0
56246.9,27668.32,48,715,0
110691.27,37473.28,24,563,0
35810.5,16753.91,48,623,1
27161.85,16241.71,24,474,0
47460.95,23695.46,84,467,1
92402.21,70484.47,84,785,1
75255.01,43313.62,36,421,0
105084.84,79406.78,48,804,0
31154.91,23463.89,24,645,0
78970.87,58341.84,24,695,0
108824.97,71022.57,36,833,0
60859.18,76165.14,72,732,1
60742.55,32347.23,84,434,0
44200.82,23017.7,48,367,1
28913.07,15964.96,24,565,0
79330.73,44729.82,24,478,0
39681.91,15694.66,36,500,1
96506.06,29751.14,24,554,0
80030.91,41935.42,36,710,0
94884.37,55179.04,84,583,1
78097.05,42529.82,24,609,0
46951.24,26517.12,36,310,0
91455.11,71295.79,24,780,0
40711.14,13663.25,84,528,0
35783.82,13026.13,24,553,0
87831.25,88626.1,24,735,0
116023.65,67757.76,36,566,0
62959.56,34167.25,24,407,0
68872.56,72263.48,24,700,0
77356.9,45483.93,72,490,1
49721.17,26590.73,84,440,1
119712.8,86487.75,60,692,1
86780.58,41741.07,48,649,0
99998.85,45522.89,36,522,0
56939.1,21159.54,36,500,0
63719.42,58439.31,36,672,0
115699.69,66696.94,24,752,0
44090.12,11106.07,60,580,0
83489.54,31484.44,84,578,1
39280.19,18956.36,24,501,0
103051.28,66148.17,24,758,0
74625.68,40498.16,48,551,0
81080.18,57855.63,84,736,0
33519.88,6592.58,84,563,1
85959.41,37590.1,24,517,0
76068.07,38843.04,24,491,0
67845.92,35363.48,24,461,0
116770.18,45191.01,72,586,1
77959.77,35648.92,36,622,0
82923.33,70755.12,36,816,0
32065.8,7972.41,24,427,0
104598.7,42017.42,24,674,0
117820.34,54493.42,72,599,0
